school,school_id,certExpirationDate,position,trainerOneFullName,trainerTwoFullName,employeeHash,observedDate
KENNEDY HS,609718,06/12/2023,School Security Officer,,,aaf2323974b5653e1765c32ec6a388699081dccce3ffe6fa46329d076c7e7906,2023-07-21
KENNEDY HS,609718,In Progress,Regular Teacher,,,86ce6ca3be119bd5ed055a8d98a6beb5289f6a86eb88a91a2f01f1f7bd0ff99e,2023-07-21
KENNEDY HS,609718,06/15/2022,School Security Officer,,,5de14d17172eac5c28f0988df5dd39f779092a932ad39d1404c8b74c1285b044,2023-07-21
KENNEDY HS,609718,07/21/2022,School Security Officer,,,912e6497150db56a565e363fcf5c10ac29d217d0ed6e675ed66c21cb11eb7116,2023-07-21
KENNEDY HS,609718,06/13/2023,School Security Officer,,,2b0b9e6fd58633df15e09d8c50d05b289bd797da0493acebf59bde5f630fd395,2023-07-21
KENNEDY HS,609718,In Progress,Assistant Principal,,,7d3b8a26a2f6196a4c751cd452ddc0f53c56dd363d896cee47a8dd3905896abb,2023-07-21
KENNEDY HS,609718,01/18/2023,School Security Officer,,,2a1e6e423f06313a63b4d066dcc76ca208c1644f8c885ad848b1f5aa59ad92b7,2023-07-21
KENNEDY HS,609718,06/26/2023,School Security Officer,,,7ead9ce036f6aabd5be231a1edf8644ded8b3478f2e1d5b679cf2a2c821eca44,2023-07-21
KENNEDY HS,609718,06/17/2022,School Security Officer,,,c9e06c4b6d2260681e73056c7f56d4e74ed190275800bdfe94f268ad9f9df015,2023-07-21
KENNEDY HS,609718,06/26/2023,Senior Security Officer,,,88bfa5578c6f4ca752f472e26ce4f492204f0acae9c9df935e6d38404c2c0e7d,2023-07-21
KENNEDY HS,609718,08/03/2022,School Security Officer,,,9633d17e4bdfeb7678425e57ffa8d5e824388c8635ac355a0b9bbefc76d40002,2023-07-21
KENNEDY HS,609718,06/21/2022,School Security Officer,,,60dd3c9a10ececdf90ba2bb44673b5243cd27a68082b6d0e5da07f09960e5d49,2023-07-21
KENNEDY HS,609718,02/27/2023,School Security Officer,,,c55cefb3b2a0c828074d9ebbd13298bd1c19b35063e765d1a5d7d55e9fb46597,2023-07-21
KENNEDY HS,609718,08/30/2022,School Security Officer,,,bd330f61779bb338c8a643a5e3112fd86ef1826c3f26ea5dd3d1ee7dde952492,2023-07-21
KENNEDY HS,609718,06/27/2023,School Security Officer,,,63b922038a583720b8d28bdd061d8aab56e4ffb096ea150c6a213ec67066079b,2023-07-21
KENWOOD HS,609746,In Progress,School Clerk Assistant,,,108c2e89bb1c44dd486b41f081dc6e898399169cd53d886d9f83e3d5d9cff6be,2023-07-21
KENWOOD HS,609746,07/15/2022,School Security Officer,,,2ebaa2ac9e98fa49aefade9d037d9c9483386a00aa960cffb25d521fad309e95,2023-07-21
KENWOOD HS,609746,In Progress,School Security Officer,,,c55a1bc68c695b747ae63c1681973a9ecaae61c3646b31e80aa749cb7ddc00f8,2023-07-21
KENWOOD HS,609746,09/22/2022,School Security Officer,,,f9cb9b08692cb13d96ef0b64d86cc67004c6f7ba09b16a0745d2a078dc8cce59,2023-07-21
KENWOOD HS,609746,08/01/2022,School Security Officer,,,dea4bd91a7ec78b075df95eccc15fd7417f21f605046ec68685cfe3c111a6a3d,2023-07-21
KENWOOD HS,609746,06/20/2023,Senior Security Officer,,,2b70945dd94ae5a668f529166cc7c5d984f2d612ca3cb4e17641536183c24577,2023-07-21
KENWOOD HS,609746,06/14/2023,School Security Officer,,,e359c0ef9450c61008354d8b5b12ecbc9f595019c2f8df15cad9ba32f1d53354,2023-07-21
KENWOOD HS,609746,12/20/2022,School Security Officer,,,ee5ab042fa59a2d102e4854c9163196d760eb3be51924c3e1771cefe2615c982,2023-07-21
KENWOOD HS,609746,In Progress,Youth Intervention Specialist,,,27835be7aee656d37d9fcf6e4aaef70317d893c6b37abe6289754c33db318816,2023-07-21
KENWOOD HS,609746,06/26/2023,School Security Officer,,,3a0b08828d988b82c0c2122aa4e937fd3ed50b0f033a6d6548cd18ad96e4c699,2023-07-21
KENWOOD HS,609746,10/12/2022,School Security Officer,,,7342dd61033c1b4ab3394a8aa97f3941992782ff44e94f1259c2673153d43cd8,2023-07-21
KENWOOD HS,609746,06/21/2022,Senior Security Officer,,,abc660f993b12829abea14592e6293c1d6beb6c69b61eab9f5e50ac39333b2aa,2023-07-21
KENWOOD HS,609746,06/29/2022,School Security Officer,,,e8ac308fe615b4452bbe1a4782c98934fd55842f1e178ff867f9f6a07a403862,2023-07-21
KENWOOD HS,609746,06/29/2022,Senior Security Officer,,,021e476970635e3ac8ee1c9896f560b7984fc1edaf9ca6b744615d327253de49,2023-07-21
KENWOOD HS,609746,06/29/2022,School Security Officer,,,296d9c7690e1a0905c8bc60cb1f9be9ebf0b58c532bf07a895ef601629b2d9d5,2023-07-21
KERSHAW,610019,11/15/2022,School Security Officer,,,75a188b0f993cdbea5b2b156acc288f72a7028cd61fe1131c0393537eaa803d3,2023-07-21
KERSHAW,610019,05/16/2023,Youth Intervention Specialist,,,9408d91b9565b95d55fda57a9e83abc281978aad25acedc2bac1528736336efd,2023-07-21
KILMER,610022,01/30/2023,School Security Officer,,,1e81d063ca97b841adfc910f9fa22b5f4a8add0e1e3c6a5a064203c667a6bc38,2023-07-21
KILMER,610022,06/12/2023,School Security Officer,,,f39d6ad240f3a48d20d503e4bf99fdfc216cad993ab035771a40520edcf6382a,2023-07-21
KILMER,610022,In Progress,Student Special Svc Advocate,,,29ffe7153eea419901b318a9aa787457c9746bbca8621ecba2070df81e8421ed,2023-07-21
KING ES,610299,In Progress,Hourly - 701 to 1200 Hours,,,52c54cd40bee3ca80d5bdbf0f23812e96d9363f1a63b5103dabc6d69793b8c27,2023-07-21
KING HS,609751,06/12/2023,School Security Officer,,,59d3f6afbcf749b77d281243a38475e185419060d1a4b0da65ca97eee927ea45,2023-07-21
KING HS,609751,06/12/2023,School Security Officer,,,9ab84ea4810bdfd2277d4a7fa39b86ea91130cf62c012175482edf6b9ee4b43f,2023-07-21
KING HS,609751,06/15/2023,School Security Officer,,,0ba6b3a2f643e822ddd4513d3b52faba9871a6dfd550f3caaddef7bf78b85ef4,2023-07-21
KING HS,609751,06/14/2023,School Security Officer,,,e0a601645d719bc50fff78b1c9098ab781b36ed6a1650b2866ab1bf75b849b31,2023-07-21
KING HS,609751,06/12/2023,Senior Security Officer,,,d9ed1dcaa391807afa7a87b2f55df90f0b4157cc1a80a5a7e61d96fea5afdda2,2023-07-21
KING HS,609751,06/12/2023,School Security Officer,,,90917950f544cf26c28b3df24cb83515e825427df3585bcdb0bae95433b0af09,2023-07-21
KINZIE,610026,05/30/2023,Special Ed Classroom Assist,,,1af03eed3f370804eeecee8d2ab231e419a8d973ab4928b2f43b6cbf34921160,2023-07-21
KINZIE,610026,06/12/2023,School Security Officer,,,1701d307cc366aadea110fa8093bd475eb791802feefdc5b0cec3e32da04776e,2023-07-21
KINZIE,610026,In Progress,Special Ed Classroom Assist,,,38b19bbccab936ecfc7b08e652e27cf85210293ee0c819ec6bb0609be1f96608,2023-07-21
KINZIE,610026,In Progress,Teacher,,,c05739f408b85664fcdb0a1487c6943e113568be13ac6598e07699bda2cf4ec2,2023-07-21
KINZIE,610026,05/30/2023,Special Ed Classroom Assist,,,a4314753fef791cb433b356648d8daa07e0852a4aa135464049cacbb9edc537c,2023-07-21
KINZIE,610026,In Progress,Special Ed Classroom Assist,,,ccbaebb1801bb8a278ccc6c866108b099d8f6c51b2ce301a2bc09ee0ef07ffb7,2023-07-21
KINZIE,610026,06/08/2023,Case Manager,,,0ba6d05c8ab4f1aa83ac8cda37dcf3af699f29f940cc1209b26d1b409fd8ee81,2023-07-21
KINZIE,610026,05/30/2023,Special Education Teacher,,,866dc1903557c7beaca8f057123e0abab8463e7e682085b2eea3df56a6a4f6a9,2023-07-21
KINZIE,610026,03/20/2023,Special Ed Classroom Assist,,,1d511fbf702f3e2352c1d169daf1beecbbdb421cd4c363b95a4ed5007ffd65f5,2023-07-21
KINZIE,610026,In Progress,School Counselor,,,6fe0f717b4037f24821cc63368b9c627489ae5f21f964c76c64c00111b848435,2023-07-21
KINZIE,610026,In Progress,Regular Teacher,,,f92958125494044b7db9f17ad54697445d1415a9aaef58bfb5ff04694368eae1,2023-07-21
KIPLING,610027,06/20/2023,School Security Officer,,,3abd2dbac70b1da09ccc88647b72f571b9c59a0eb144648ea431047a72b5ec0d,2023-07-21
KIPLING,610027,In Progress,Principal,,,677a24a627a5bcd4f1993934d6a5f1513e194636f475227bef583dda35902792,2023-07-21
KIPLING,610027,In Progress,Regular Teacher,,,a7507b0752b1e81f90ad96e6618efbba2a0cc26b15727dcdf5cee3a26acbf060,2023-07-21
KOZMINSKI,610030,In Progress,Regular Teacher,,,5d695c540cb36bc5cd429caaad5b991e02edfc179a4fa9873574d394ff9d3cd1,2023-07-21
KOZMINSKI,610030,06/29/2022,School Security Officer,,,c8f04424e29daf9c043a4f6eedeb90724aea767250320dca89f3ed58abdf3678,2023-07-21
KOZMINSKI,610030,05/08/2023,School Security Officer,,,8654388433e1922d6470f020d66e1c329faa9e883ea96fda49d2a05fea668f46,2023-07-21
KOZMINSKI,610030,In Progress,Regular Teacher,,,26e0a7abbc1a76a464a6ba251d7a1d50bab8e9fb4b69c9b8c7eb41619f791d17,2023-07-21
LAKE VIEW HS,609719,In Progress,Regular Teacher,,,7488d10bda80d91bc19029481c84791c0a577b87ea0bad6115d71f2b9291d8f8,2023-07-21
LAKE VIEW HS,609719,In Progress,Special Ed Classroom Asst,,,330839ef01e98d26fe19d0e558075e16ff79359902b0125fb8f2f7cd2743b923,2023-07-21
LAKE VIEW HS,609719,05/31/2023,Case Manager,,,820ff889839d777b1a7a5496d476a3937d40a723aa6b34d8c161c2afa0a7266b,2023-07-21
LAKE VIEW HS,609719,06/01/2023,Student Special Svc Advocate,,,395739d28090ed550eee4856d3ee1f962fd02ba220481d83ea184bc1cf5f1fa3,2023-07-21
LAKE VIEW HS,609719,07/13/2022,Senior Security Officer,,,9d08bb43583bce56ab2d80eaf94b126953d7d28bcbea40ce82747aa8b835a346,2023-07-21
LAKE VIEW HS,609719,06/29/2022,School Security Officer,,,e4fe625a37cfcdd38196e9e88ae76dddd0f86bd6cc726c63f184adc82d6f1ced,2023-07-21
LAKE VIEW HS,609719,In Progress,Case Manager,,,260900811938f760a5065cd5b331e8d515f42b494643a9a2d12d95964476b18e,2023-07-21
LAKE VIEW HS,609719,07/13/2022,School Security Officer,,,385785e1ea4e1ce1b0d5f341c4072dbd1dde54379b1302db7a3dc412bfce6388,2023-07-21
LAKE VIEW HS,609719,In Progress,Special Ed Classroom Asst,,,4513f1ac853c8f619ad7eb58dc2a8c1f18a40231af36f7008813c63b75dc6bcc,2023-07-21
LAKE VIEW HS,609719,06/13/2023,School Security Officer,,,70951476c9770604a2b102d08a831d8023926b2741c506dd6c3fba8ed8acf79e,2023-07-21
LAKE VIEW HS,609719,In Progress,Regular Teacher,,,591b56c7c36ebf79cb3519f165cd185fa25d2068eddc7fcc313b32a00c823737,2023-07-21
LANE TECH HS,609720,06/22/2022,School Security Officer,,,782cdd3d3585c29d4e4118a91930a6bda08c73eb76c483e6c9e3615725cf5751,2023-07-21
LANE TECH HS,609720,06/15/2022,School Security Officer,,,e6261eb5d0ce16523c7b3553c7119c59ee40974613df936f77e59efd16a6752f,2023-07-21
LANE TECH HS,609720,06/21/2022,School Security Officer,,,5957ebf4f93436f111d5a7942d8191638ad24d4cf6ce02e662c84d2607c21b62,2023-07-21
LANE TECH HS,609720,06/26/2023,Senior Security Officer,,,faedb1e33dfb6bf231ae3e74a1c45cf0a43d8cc11302e5da34211ea4d453ba3c,2023-07-21
LANE TECH HS,609720,06/14/2023,School Security Officer,,,a2b3535c177b9871284380e33611c048f0911856572443685a849b5887343eb8,2023-07-21
LANE TECH HS,609720,06/20/2023,School Security Officer,,,171ed7546f479d5066be6c7be3e5d02b735c76505ee908fbff683f31ce618faa,2023-07-21
LANE TECH HS,609720,06/14/2023,School Security Officer,,,2007d94fe835feee1016da19bb94bc3f41b0f8592c0d5b3b7ec34b3b4e733bd1,2023-07-21
LANE TECH HS,609720,09/07/2022,School Security Officer,,,399d783fda42bfe62c4c53fca0a702d177bd4e9e8d1d6c64e393506793c9e159,2023-07-21
LANE TECH HS,609720,06/23/2022,School Security Officer,,,e36907048bd4be88f8a7e8c1085a534d3a6fab0164299c1c9189f869f5bcac99,2023-07-21
LANE TECH HS,609720,06/21/2022,School Security Officer,,,a5539526f90332f7b463bb456c548cfc9087afb05085030511e778e55d2edce6,2023-07-21
LANE TECH HS,609720,09/22/2022,School Security Officer,,,8e7fefd774a4a58f1cd4fa996b822e838c5f62533e3db2647adcc79600ea161a,2023-07-21
LANE TECH HS,609720,In Progress,Special Ed Classroom Assist,,,a9182e36342f9ff48032825f70c9e1c80e4c7335556a1b960fe994599294e828,2023-07-21
LANE TECH HS,609720,In Progress,Special Ed Classroom Assist,,,0300505bb4e80cbb3e6796c84bd5acf53275cba644a8581d7ac8b878b49dafad,2023-07-21
LANE TECH HS,609720,06/26/2023,Senior Security Officer,,,c3db53d1b2d003ce79d2c40d36823e2e96983dc52909a1e8a8396af5756e27e0,2023-07-21
LANE TECH HS,609720,06/26/2023,School Security Officer,,,6305ddad6762b3edf377a9614974c0eb80f00407b819e363606d098aaebd090a,2023-07-21
LANE TECH HS,609720,06/21/2023,School Security Officer,,,ef2520a91e3ca7132d3b9e37cd6278a1bff2a4e2a588edddc843eee43f0e17f9,2023-07-21
LANE TECH HS,609720,06/21/2023,School Security Officer,,,6108b3361ecea48b184bcb4019a016755e17636462255ec65b6d92bfde70d522,2023-07-21
LANGFORD,609869,08/15/2022,School Security Officer,,,98c36f1018954faa91bc0c8c30c9d352db77b330af9634b3264c33c15ddd49da,2023-07-21
LANGFORD,609869,In Progress,Assistant Principal,,,009bf83d53712733d374b0ddcb689959ead2c6fa8be4ddeee8d8fd3d24c427d7,2023-07-21
LANGFORD,609869,06/22/2023,School Security Officer,,,4684754cd37fc4452a670f39b0ba7ac869c3a3542a71f3d5134a88d5d5f77423,2023-07-21
LANGFORD,609869,12/13/2022,Part Time Security,,,75d6648d86ce1f97a4b19f96c4b9ab3aea638228a3cf88e22a956ac1943078c5,2023-07-21
LARA,609993,06/14/2023,School Security Officer,,,b8049f061b1fdcf26e735a4e8d00788136fdca3ab740ee420bbcf2352ab8eb6a,2023-07-21
LASALLE,610033,05/15/2023,School Clerk,,,267ee7839cdba17f096e8c81d80d60a05c9f0b56e9724b5aff496afbcf8255c0,2023-07-21
LASALLE,610033,In Progress,Special Ed Classroom Assist,,,8da5b375c76b89f03c516e9da05b844402edf64db7e329609afc9052da52472e,2023-07-21
LASALLE,610033,07/21/2022,School Security Officer,,,5866a54286d7c6d177ee1591b3c02a69a10f3d9eefe9be4a326b62689cd247d9,2023-07-21
LASALLE II,610520,In Progress,Special Education Teacher,,,5b0f9a2d3c8bbf186b958348997d14476e7af0d3a3ce1e6d53b017bc71ddc67b,2023-07-21
LASALLE II,610520,06/29/2022,School Security Officer,,,50f230660806c52e242d51c615e7277fffbd001ec0af763b5f82c475ba95def1,2023-07-21
LASALLE II,610520,07/21/2022,School Security Officer,,,34c04c282b37039ae933a9ba6bc6cc7d08f66670081405af86762e7c08a28a2f,2023-07-21
LASALLE II,610520,06/12/2023,School Security Officer,,,1e44ac642c5bd63299104c02d6618c16eacbfe8d09e30367128745cbceecff43,2023-07-21
LASALLE II,610520,In Progress,Substitute,,,c17f4df3a2167443a758d4d9ffb8f705fd128cc0fb2e999cba9996775daea097,2023-07-21
LAVIZZO,610208,05/25/2023,Special Education Teacher,,,beda93aaa43479a753f20ced222d8a0ff7023ef83b7e8c9f357eb357650cafb8,2023-07-21
LAVIZZO,610208,06/28/2023,School Security Officer,,,76e738f92742ce6b7c106529dc5b63de862b8ac8590b1d91ab3cdf67eafe8623,2023-07-21
LAWNDALE,610034,01/18/2023,Student Special Svc Advocate,,,32056104ed83733c7d53cbd9bdceda4bb4e72ad43abc21485194198f69eec018,2023-07-21
LAWNDALE,610034,07/13/2022,School Security Officer,,,c6324a630d30ed68070d61e647de23859b29c57e05bb680b088eff8476a4355a,2023-07-21
LEE,610291,06/15/2023,School Security Officer,,,3d319a34ce38ae27c70d320698044a3b73426e8d9b677eedb1b106cf5000850b,2023-07-21
LEE,610291,In Progress,Special Ed Classroom Assist,,,a762f463f003c7d6c0e2561f276f23fce4837f895ad145e705e4d82461712900,2023-07-21
LEE,610291,06/28/2023,School Security Officer,,,2fd30cc0296289a476fffdc22dc6ab43685a2b903f25b04fb70825e8170264c9,2023-07-21
LEE,610291,06/12/2023,Senior Security Officer,,,46bf8337e8e95422c4ac1bc50f2e8e600e25a1fb4dd22ca57dc4d7ac6fc5183b,2023-07-21
LELAND,610305,03/13/2023,School Security Officer,,,4aa0edebf7d764310898e3d115f57c13a579cc43a22e14f5622a4f11da8ce926,2023-07-21
LELAND,610305,03/27/2023,Student Special Svc Advocate,,,a388b60eb3c658de40a87b34636f420bf3a8b6701d386c2dd4d32f4f21c7715f,2023-07-21
LELAND,610305,08/19/2022,School Security Officer,,,4e29a1fb5828f2a082ac69e7fe418a2dacdf221e875a9aaf021adbd5eb803ddd,2023-07-21
LELAND,610305,In Progress,Special Ed Classroom Assist,,,a52d86502c790ece8a2411d1596e25ed2fa95eca91d2539ce25da6032ef53bd4,2023-07-21
LELAND,610305,06/14/2023,School Security Officer,,,b307a4ec278ed00966a78c6c9c0c9f8ef003fb13b8b07cca04d824367b7c2c43,2023-07-21
LENART,610298,06/20/2023,School Security Officer,,,40cd0f2b809c5517f398eff28d0e3527c5ffc713530a0bef8674384f9a9e626b,2023-07-21
LENART,610298,05/30/2023,Teacher Assistant,,,2d27669fbf910fc687a8d7305effc32da5136df919b3b10a81adec41e1f95441,2023-07-21
LEWIS,610036,06/15/2023,Senior Security Officer,,,b660bdf9997c045dfa61cb86b49d7c2a4575d2f742677db4adc0ccc56b76e1e7,2023-07-21
LEWIS,610036,03/13/2023,Special Education Teacher,,,6208ad3248eb8403bb5b82ff701bc99889a2e05fd02c90f1e60d9492b0b4f17e,2023-07-21
LEWIS,610036,03/13/2023,Youth Intervention Specialist,,,844071bbeea130db7dd86162a08f74a7e546f3c6f516d199860b2e2667122475,2023-07-21
LEWIS,610036,02/27/2023,Principal,,,e2831d52e4d2e6c12b6e796be13610d4381ec79778e7bc81a2c1f637bff8780d,2023-07-21
LIBBY,610037,06/20/2023,School Security Officer,,,e304fa60ab9381c33cbb9a12b996815ee14a87ddd537e5d49f9249cc064db059,2023-07-21
LIBBY,610037,06/13/2023,Senior Security Officer,,,154c060f7706880b383f0bc9b160693487e7e26ae10f33be96caca63f1d1e860,2023-07-21
LINCOLN,610038,06/29/2023,Case Manager,,,61a967816c66da32ba59efad38b3dcd3cd89518d21e564046086c84ed4c74aef,2023-07-21
LINCOLN,610038,08/17/2022,School Security Officer,,,f11e90ce83c9749540f1a30db049f052082a079f46f6ad0cc01fbb40022ef9f0,2023-07-21
LINCOLN,610038,06/12/2023,School Security Officer,,,e4bfa9adbc473c01ffed3d1c71999a8af7baa5a44f4e6000781b4ce29f04fa60,2023-07-21
LINCOLN PARK HS,609738,06/20/2023,School Security Officer,,,869e4eb81d2eb7f28bb8864a96bfe10267684aae29e83e622f627239d6e65e33,2023-07-21
LINCOLN PARK HS,609738,06/12/2023,School Security Officer,,,5c420f2085225f2802f2bc217f067498ea8f70a9bd21e89c20a64ca1909dc87b,2023-07-21
LINCOLN PARK HS,609738,02/15/2023,School Security Officer,,,22a134d16fc6f5340909a9e200e49e006c3dcbbc6930f4df7d2abd1ab510c9dd,2023-07-21
LINCOLN PARK HS,609738,06/05/2023,Principal,,,1fe8d796e341fa29ba8333f00a39ce53c992f1bf45721a96649b4675bf1c7f53,2023-07-21
LINCOLN PARK HS,609738,06/13/2023,School Security Officer,,,7cb81724ff2415911ac00e3778188382aef56e1919edb6d5d501ec018d715dea,2023-07-21
LINCOLN PARK HS,609738,06/21/2023,School Security Officer,,,4ce0743e982695c8cb372842999a2494fc966fd579406cf787c89d6193a6bc20,2023-07-21
LINCOLN PARK HS,609738,In Progress,Special Education Teacher,,,fbb1cc194e15c65e53751d2ea4a1754d5cac139baceba19341281f83730746c8,2023-07-21
LINCOLN PARK HS,609738,In Progress,Student Special Svc Advocate,,,6fbfeed11b67436fab769927771227354481cb8866183b823fe26f17c7048409,2023-07-21
LINCOLN PARK HS,609738,06/15/2022,School Security Officer,,,0aa3dc806c11addf6407c9111c857042de5786e3e1c301a49f27722ca5bfb556,2023-07-21
LINCOLN PARK HS,609738,06/12/2023,School Security Officer,,,a9c76ad97c17f6868d31d1279f40998eed9418f7d1e2d559761683b6947dd28d,2023-07-21
LINCOLN PARK HS,609738,06/12/2023,School Security Officer,,,cd782e75eaedfe55666dd579309cabec94552cbf5724edcfa4b440af38a23638,2023-07-21
LINCOLN PARK HS,609738,11/22/2022,School Security Officer,,,3b92f4b5597c979e8e0564b410789d9b1318e44c7e2a0887120fb9b7ea99b266,2023-07-21
LINCOLN PARK HS,609738,08/01/2022,School Security Officer,,,8650d6298951bd0f24704be5343055b4f8b5532ef03dc8495d5d120db94809b3,2023-07-21
LINCOLN PARK HS,609738,In Progress,Youth Intervention Specialist,,,4b7b0d66b8546503bab31527c91b31a70861d1ded2457aa7a0257599d45d4e10,2023-07-21
LINCOLN PARK HS,609738,06/15/2022,School Security Officer,,,b331ea9b7f5700de3fb0d60e92307e715447fc3ed91a7c4211d10737daf10d43,2023-07-21
LINCOLN PARK HS,609738,01/17/2023,"Dir, School Culture & Climate",,,fbfee81dff6c3f947e4bde60182e8c78aa3123fa8b72efa6f0ccc69a4ad56936,2023-07-21
LINDBLOM HS,610391,In Progress,Special Education Teacher,,,ab1647cc906b1c8ae78ab6db8a6ad971ba89b4e6733d625a094a50074a77cf49,2023-07-21
LINDBLOM HS,610391,06/21/2023,Part Time Security,,,0ff4d562f9d33d7484613c30084afd0cd1afc4687a3c63d323d584f9e2b3e074,2023-07-21
LINDBLOM HS,610391,05/17/2023,Special Ed Classroom Assist,,,3bd3fde717be6e934d731e7db5e22e98ff7f19dc82f8537c67fc9d92feca4b21,2023-07-21
LINDBLOM HS,610391,06/15/2023,Part Time Security,,,d18240f2aeafe172c777c913867139ff65e5131c1dc6b9dd36a8bf56b6afbfdc,2023-07-21
LINDBLOM HS,610391,08/03/2022,School Security Officer,,,1d4c8ac9c09c1886d2d0bd7fb040bc05faef2ce99e6f5ce800a66e685b3e5bf0,2023-07-21
LINDBLOM HS,610391,06/15/2023,Senior Security Officer,,,87e9104da09ac88fa4261529869ae6454614ee4f07cb8f5e4d158c8a91f978ba,2023-07-21
LINDBLOM HS,610391,11/28/2022,School Security Officer,,,0d3233336819e7685d355119a680591d53ae428adce055c7b8bfae129e625367,2023-07-21
LINDBLOM HS,610391,09/07/2022,School Security Officer,,,33c7d80f1fb3e639dd52444f59c457e5e0992c14ec42229d6bb8c03935717e58,2023-07-21
LITTLE VILLAGE,609834,In Progress,Bilingual Sp Educ Classrm Asst,,,a804532f8e30c0c2365658517ad7040ec3c3213d0b57c1a611ed2146f6a53ea5,2023-07-21
LITTLE VILLAGE,609834,In Progress,Special Ed Classroom Assist,,,af5253288a442a408e41da542830803a4ac8adad89df78ce20dd6c55a0eb2849,2023-07-21
LITTLE VILLAGE,609834,In Progress,Special Education Teacher,,,bfd28b05c3f2511d4f4884d94d81ae3858049e1f444d147fcb80e9c661897dca,2023-07-21
LITTLE VILLAGE,609834,In Progress,Special Education Teacher,,,af004a720a3fdeb2a4e826925aaadd7eda308a8a7b44f702ad73e6ea9c16443a,2023-07-21
LITTLE VILLAGE,609834,07/21/2022,School Security Officer,,,9e53088179e5eb41f6d66a68f68778b7db4a6c8948d554d96c351b7ef25f2b2e,2023-07-21
LITTLE VILLAGE,609834,In Progress,Special Education Teacher,,,338ae5f7d0e5e64204e774e256322a33ee6523aecfc7c7ec191b287d1b792d69,2023-07-21
LITTLE VILLAGE,609834,06/12/2023,Climate Team Officer*,,,40c281670d71c2c51f58f4f6e8c3e58d92b46017d22e41fc1140cbf31af918f1,2023-07-21
LLOYD,610040,06/20/2023,School Security Officer,,,198cae89862be3d2e53b765f0ee8ebd7a70de18b0a93176c8a8fad769669e74b,2023-07-21
LLOYD,610040,06/27/2022,School Security Officer,,,a9622b9b1ff11f6be607eeaa8df63e5018e570b0e21ae8192510060a793687e3,2023-07-21
LLOYD,610040,03/13/2023,Principal,,,32b4b8b0361e0b770473351f567b08186165435a52dcd070794e93b571c50885,2023-07-21
LLOYD,610040,03/13/2023,Assistant Principal,,,9bbd9677ead368e378751f5c1092251328f9dedc849875bcccdf52538a6ba855,2023-07-21
LLOYD,610040,03/06/2023,School Counselor,,,3bb3ae30ef8428203703fb9103665667ee397ecd184bb272484597f2862d5f91,2023-07-21
LOCKE J,610041,In Progress,Assistant Principal,,,a3006ea7b67f2a86da8e734224046767f8432fa36b17eca348d9687da6151532,2023-07-21
LOCKE J,610041,10/27/2022,Regular Teacher,,,18ab7b26df8b18b71ea46d48784a5f7048f06a34371c2aded59501194b5ecc1d,2023-07-21
LOCKE J,610041,In Progress,Teacher Assistant,,,9b75a62ef890876ffe8364845fb595a2c7e3f01a58887d60bbc3720a854add8a,2023-07-21
LOCKE J,610041,06/02/2023,Special Ed Classroom Assist,,,a54b0db9fb9af7f2ca27354f1bd74711c4adeb3cea086adfa2170c8203094243,2023-07-21
LOCKE J,610041,06/02/2023,Special Education Teacher,,,5c6b976a90dd911d481727bbbd03854402f584b54fcef0e6bd3b390dbb7f3dee,2023-07-21
LOCKE J,610041,06/14/2023,School Security Officer,,,5a47febb22b145277e3e996060b405136df87c35871be8064bfd018762fdaa3c,2023-07-21
LOCKE J,610041,10/27/2022,Principal,,,f165455877c88c460877f0d98cecd716a279d54bb0abdf16bf2a92956992c5d8,2023-07-21
LOCKE J,610041,In Progress,Instructor Assistant,,,43384747579efa992bafd5b9f69f7844c362c71beee0da4a313b975c02dd1c39,2023-07-21
LOCKE J,610041,10/27/2022,Assistant Principal,,,c07dfac7a3fe069522e0937d44490c992db5c8421dc56b1196354ab4d68632d0,2023-07-21
LOCKE J,610041,10/27/2022,Assistant Principal,,,e2e64b0ff77a8e2a58859f2856e168bbf2381d6fee67c098891a059df5bb7fb6,2023-07-21
LOCKE J,610041,06/15/2023,Senior Security Officer,,,8584f18804ac4566bfd48a15991f9463593daa575d3a94900973f708a5442148,2023-07-21
LORCA,610541,11/30/2022,Senior Security Officer,,,475b3e7fdfe93c3b1bdaa145f5a4fe6b3a2a74d8bc6a7055036ad29984886436,2023-07-21
LORCA,610541,In Progress,Special Ed Classroom Assist,,,88b1c5c79ec769e3bb7428e5599fb74f0d0adc64ae63a21a28c8c52e90423ad2,2023-07-21
LORCA,610541,09/22/2022,School Security Officer,,,be2414e2423de73168a1842e092fa838ee4f45bace5c60189dfaf43b05e529ef,2023-07-21
LOVETT,610043,03/06/2023,Principal,,,d1b5cce855147a54d43757d62e49e962b6b920c67ec02c003114fe26ad6a5142,2023-07-21
LOVETT,610043,03/06/2023,School Clerk,,,d6b77def5886b385091161ca006404749e7a3188b6f5dff5c8e31ee64998fedf,2023-07-21
LOVETT,610043,06/15/2022,School Security Officer,,,53ecae48cafa66380b7d9a97d59ee1677341b1d1b12fd7074b57ae0674ea2044,2023-07-21
LOWELL,610044,07/13/2022,School Security Officer,,,eb293a0c4baaa806cd3a46f7b2cfd82b989505e93ceb08098ee9b54aa8b8ac11,2023-07-21
LOWELL,610044,05/22/2023,Lead Coach,,,cb2cbc28a93732bda047910271dad2aeac23677a1ce2923d5cc25a3813cf8c26,2023-07-21
