school,school_id,certExpirationDate,position,trainerOneFullName,trainerTwoFullName,employeeHash,observedDate
ADDAMS,609772,06/13/2023,School Security Officer,,,d0f0e7d03988bd523339128887bed29b84d6c0437acd022871eceff88f325102,2023-07-21
ADDAMS,609772,In Progress,Special Ed Classroom Assist,,,90f09fb0ba152615e76d80354cfa709de86a62812f8da791d95e4a994e509016,2023-07-21
ADDAMS,609772,06/13/2023,School Security Officer,,,53c4cc2739761fc0d777a59e49893295209bd4f38c04a2e718fef8c5b69b7985,2023-07-21
ADDAMS,609772,In Progress,Special Ed Classroom Assist,,,27222480c844a4ab2767aa3336b816e4e4dafa1ff520bfc55982a98f615adc9f,2023-07-21
AIR FORCE HS,610513,06/23/2022,School Security Officer,,,337f9c433b9bda181a6000299ab61f560de531bbe03a0f33a20f40b0d20a94b1,2023-07-21
AIR FORCE HS,610513,05/30/2023,Youth Intervention Specialist,,,6c126d9055e308368dcb89190a14175a3fa78c1b6855c80e017d9245e7df6d71,2023-07-21
AIR FORCE HS,610513,05/01/2023,Special Ed Classroom Assist,,,501d89197fd264eac9add8b62878b228191cc2135e01aeb6a6bd9c909093c93b,2023-07-21
AIR FORCE HS,610513,06/14/2023,School Security Officer,,,f0151123e74ffe5e9372d21d52e4bc3d059c76d7533467466c49f3a53eaf36c6,2023-07-21
ALBANY PARK,610212,07/13/2022,Senior Security Officer,,,0651ddef2e3e11266b6c307a5940afd713df9145eb4fbfe71217c267cf5227b5,2023-07-21
ALCOTT ES,609774,06/27/2023,Principal,,,bfd06cf9cfc84558232beb27dc9a90157f9f2e14424b0978e11ba86154966f68,2023-07-21
ALCOTT ES,609774,08/17/2022,School Security Officer,,,9d2e1192fbc453cae8a92a2dfe1a9ae3da1b0782a2b7b229fefec546997d5fd3,2023-07-21
ALCOTT ES,609774,06/20/2023,School Security Officer,,,3264f7025dde8637d5f45fec36b31c6e34f5450dba90c2f6e56a8bf1a9d6bc91,2023-07-21
ALCOTT ES,609774,In Progress,School Counselor,,,fc6be79e726978e6d6ce087356da62422c03f7b8f2e5eea0a0b0b06748807149,2023-07-21
ALCOTT HS,610524,06/28/2023,Senior Security Officer,,,e117b5e5ce7badae9a7c048b177e2c0bd4a6cda587fe642a4826218b4e7eedd1,2023-07-21
ALCOTT HS,610524,05/16/2023,Case Manager,,,1404441e5cf8d4c1067d081d9d972006a922e3ab0c1e4556d7a470a9c78b607b,2023-07-21
ALCOTT HS,610524,In Progress,Principal,,,c5df41b8c048a11a06296c9e533708d2c6b394b2681da35eed7eac5526c101b6,2023-07-21
ALCOTT HS,610524,09/26/2022,School Security Officer,,,443c428f21825378cb14142b9730afd9497c3c46e781a0fcd9965e342e66fa3b,2023-07-21
ALDRIDGE,609848,05/10/2023,Youth Intervention Specialist,,,9eba8f0e9cf51b05951c8addeb6ca89f136e23b13e2315b5e56ee47971a87aa0,2023-07-21
ALDRIDGE,609848,07/11/2022,School Security Officer,,,06db295ce4702d78100abe751a0cda71a3a84a71b898cca2269e708f5cb648d0,2023-07-21
AMUNDSEN HS,609695,08/10/2022,School Security Officer,,,4019f39352197db69a86f478cd5d0e083dbeec3b65d5e8b15b8f3ad8bea9d7f3,2023-07-21
AMUNDSEN HS,609695,06/20/2023,School Security Officer,,,cef454b469a180c124289dc182bad75a64812d02de1aca87bfd5985ce1c031d7,2023-07-21
AMUNDSEN HS,609695,06/17/2022,School Security Officer,,,457a74d67ac53e3cd6b8e4b97d25e785e7f53b13ddc9eafb541fe649b1b47574,2023-07-21
AMUNDSEN HS,609695,05/30/2023,Regular Teacher,,,8871c436a7dcf5abf0e2758e16662b4b306ffd8042c8d5a46ea494cfba9a234b,2023-07-21
AMUNDSEN HS,609695,06/15/2023,School Security Officer,,,f0edaefd8f839bbcd59d1df1126cc2a3ca32bea0531ab5c408c56fa2553dce0b,2023-07-21
AMUNDSEN HS,609695,06/27/2022,School Security Officer,,,683a6581b25a1611be5564998ea39e33d6e5eeb148ff7821e9813bbb6a121a7e,2023-07-21
AMUNDSEN HS,609695,06/27/2022,School Security Officer,,,a573fb90c937321ba753781bd7889ff51570e083d11ec4749d33c8be79ad10c4,2023-07-21
AMUNDSEN HS,609695,06/21/2023,School Security Officer,,,ea79cb87736d0db5f7aa75fa14248ddbae95c7fb8271b74df4625b85a8872f0a,2023-07-21
AMUNDSEN HS,609695,06/15/2022,School Security Officer,,,8453ff5d6ee62595c37a34a351a5d1db5c7ed8223466eea33cd78998ac889954,2023-07-21
AMUNDSEN HS,609695,06/17/2022,Senior Security Officer,,,0b6d1e6a34a5ea911b1aff39d6b09e3addb31dfc06fa3c8bb57f8f28b716ae41,2023-07-21
AMUNDSEN HS,609695,In Progress,Regular Teacher,,,143fba901920b8724bc8729579002e99401d492971b69a9a88a53b5939575676,2023-07-21
AMUNDSEN HS,609695,06/20/2023,School Security Officer,,,53d4d9c24c756217d3280f4d8d5469f1cebe11245bf8bb8062bd0c183c5251e1,2023-07-21
ARIEL,609951,06/29/2022,School Security Officer,,,cf2dae4ba35ea17390633f3fe710a96b905f683bb47da3d07c230eaaff47bf91,2023-07-21
ARIEL,609951,03/17/2023,School Security Officer,,,39a8e4aa62ccf6ef4316443d6b9670103553e8358e2a36a09dc7a3e171f1acbd,2023-07-21
ARIEL,609951,06/23/2022,Senior Security Officer,,,4ea8677ec5ed2bbeaac79d9f324c81752082d4b5a09e27305c6c6aedbaa0754e,2023-07-21
ARMOUR,609777,06/15/2023,School Security Officer,,,0f7c7f3d5f9eaac9af61c5f636ddaff123e96e8430be2dd03d6b860955b26bdd,2023-07-21
ARMOUR,609777,08/10/2022,School Security Officer,,,6a20f29813485850afc5d79330130da846aa7ebd252bc95eb874ae52c9dc6da2,2023-07-21
ARMOUR,609777,05/22/2023,School Counselor,,,cb0a7e6c9cafecf9aac6f07069dab1ba91c6fd2bbe91080642f3f8797b61dd82,2023-07-21
ARMSTRONG G,609779,05/31/2023,School Counselor,,,d140788571039d9971bf746264b5d768b81a490f32a877132522ebda56b6e2a9,2023-07-21
ARMSTRONG G,609779,05/23/2023,Special Ed Classroom Assist,,,36c8385b178e8c09f1394f9a301e541f6de6aa4ccbfe2f9da10083038d6bb9fd,2023-07-21
ARMSTRONG G,609779,06/12/2023,School Security Officer,,,e612b180c4dc215bcd880228158b4e6cf1abd0cecf031c5438ccd94f0197bf3f,2023-07-21
ARMSTRONG G,609779,06/12/2023,School Security Officer,,,3ec149258a8adeac52a5f97ab09a7bc1f095060adc3c388e94560edfd60bf514,2023-07-21
ASHBURN,610287,In Progress,Part Time Security,,,5625a082cd01a34a3397a4e34e96d0023c601d2872d860bfea13c382614f3ddb,2023-07-21
ASHBURN,610287,05/18/2023,Special Ed Classroom Assist,,,ce6c3a633eb37cd0c3dc82dcb3c06c04177ff184a675f368751a515f15e41c8a,2023-07-21
ASHBURN,610287,01/23/2023,Part Time Security,,,b09e91b64247622c19eca406e3f602767839df45e1d0b30b91dee3d519a9243d,2023-07-21
ASHE,610268,In Progress,STLS Advocate,,,c121053a5d69fa18e0c5abbaedae6a244ac715e1b415c534426a355c7ce1da05,2023-07-21
ASHE,610268,In Progress,Special Ed Classroom Assist,,,983650af6e88069bbc91f8f263e0cd564a31157b1e95e843b2ed3388620c74af,2023-07-21
ASHE,610268,07/11/2022,Senior Security Officer,,,bf31ef9b7f35de3d1479c65f22e8d03177b59e2fbf1454549cfd9e0ae7a184ee,2023-07-21
AUDUBON,609782,03/13/2023,Special Ed Classroom Assist,,,56712aa48076a7469c4823f7d626c892537735d973c344543bb44a5df1195326,2023-07-21
AUDUBON,609782,06/13/2023,School Security Officer,,,69d2c0de31a17d2924c86cec5c34a1a5577e3ab40d7bf45b525f4cdc92439c4d,2023-07-21
AUDUBON,609782,06/23/2022,School Security Officer,,,cc7fdeb716fa3ace194dc6da8c6e50136299fb77a36156be4f6ce34138701781,2023-07-21
AUSTIN CCA HS,610518,04/13/2023,School Security Officer,,,0134a10900826fba33cb7d023d7363d69a57d48bf4c78892845c8002110ce32a,2023-07-21
AUSTIN CCA HS,610518,06/21/2023,School Security Officer,,,62bc81e16aa10922e5a09fb079d61fbac3a4e0a718bbfdfcab2b71dc8eb32f06,2023-07-21
AUSTIN CCA HS,610518,07/11/2022,Senior Security Officer,,,bdfab7e37f5c1f72cee342fafb6f994924861a526d5f488e1d06db5eb52899c2,2023-07-21
AUSTIN CCA HS,610518,06/21/2022,School Security Officer,,,a116b8804abff0ddc9734c8361d0da8b00e98896a2e49b613354bc96e6ff731d,2023-07-21
AUSTIN CCA HS,610518,04/13/2023,School Security Officer,,,df75d97004ad68071d21f0ba4e9adf324f0858903eeba2113f18787d1aad945b,2023-07-21
AUSTIN CCA HS,610518,03/27/2023,Restorative Justice Coord,,,f1b4836fdb54010f6feae184ceafc1764b66b48ca1326af6c39486c875550f26,2023-07-21
AUSTIN CCA HS,610518,07/11/2022,Senior Security Officer,,,10af9e334ae27db424c8b068ef8fec4760c6bc6308fabbfb5f4e65d5f7561df1,2023-07-21
AVALON PARK,609786,06/27/2023,School Security Officer,,,9326466630c411e379211888d9a2ad3be59c6752574e3581c3dc63aeb6253320,2023-07-21
AVALON PARK,609786,06/22/2023,School Security Officer,,,7e56e4b87abd0c33b06988289c4f4b0b00799316896d9a7542757b152739e8c9,2023-07-21
AVALON PARK,609786,In Progress,Special Ed Classroom Assist,,,fec7c74e8bee82475e8f1667338a4343d807c8650f1f65f3dbf8d1110d303c9e,2023-07-21
AVONDALE-LOGANDALE,610325,03/22/2023,Part Time Security,,,476e3092f182b2a75e3c0eb2a060bb10b9006986908b383ec623132ee0cffc51,2023-07-21
AVONDALE-LOGANDALE,610325,05/11/2023,Special Ed Classroom Assist,,,16fb56ee36ebbe344a2e3b45e1d658a6c0e0303de4b59785ac4fe521faf2e0cf,2023-07-21
AVONDALE-LOGANDALE,610325,In Progress,School Security Officer,,,2ccaa3da6febac6f97178c4fe6fd28914a06a412505fd1d98034ad0f508e1e44,2023-07-21
AVONDALE-LOGANDALE,610325,08/30/2022,Senior Security Officer,,,517aabc76929e8bcd9bd3877d41a402928fac7ad5a8d84f64abe116a36344140,2023-07-21
AZUELA,610544,In Progress,Special Ed Classroom Assist,,,eaa65d7e5f4a3eff4ca74f08f0b60dbb32f783c2b80c4df6c13aa58b1bf644d2,2023-07-21
AZUELA,610544,08/03/2022,School Security Officer,,,a7490b8ee5316f49d01f3ba9941b1a707d1c3a1787b23b0d6727fc6d27da840a,2023-07-21
AZUELA,610544,02/23/2023,School Security Officer,,,1290687fd10f2ff51ea116e4b28d003a2841d7cbc5166ab4da7a8e34f34cd6f0,2023-07-21
AZUELA,610544,In Progress,Special Education Teacher,,,fb9ef60bf809ad76c922820b9a1cab0e6f7a328e75ede4a5b9d0fa06a2f8e6fd,2023-07-21
BACK OF THE YARDS HS,610563,06/12/2023,School Security Officer,,,1fe0a59871c2d76e046c0400f3a99223bb6f8b806ca3f3efb0fcf1e37fd6d0ff,2023-07-21
BACK OF THE YARDS HS,610563,06/21/2023,Senior Security Officer,,,1b91a3cf9adb59b71375181d000d86e40d6b4f7cf0ce13ee7406732027778afe,2023-07-21
BACK OF THE YARDS HS,610563,06/12/2023,School Security Officer,,,74ce87b2ad6c193f87d7b2e93dc7b3e750dd6cfb9a5223a1f9089b70190edd17,2023-07-21
BACK OF THE YARDS HS,610563,04/20/2023,Special Ed Classroom Assist,,,882f715ce38317de114ba7d36a27fd42f5e6fa185025f31bab5db0277195ee92,2023-07-21
BACK OF THE YARDS HS,610563,06/14/2023,School Security Officer,,,0d8ee2e9f3853bbb9fb3b4940e6f47e7355e693ab207814e47751b69ec7a64cc,2023-07-21
BACK OF THE YARDS HS,610563,05/16/2023,Restorative Justice Coord,,,2dc636eb9eb340675b335d90d874065784014bf102b495767f129e7241d2ea7d,2023-07-21
BACK OF THE YARDS HS,610563,06/12/2023,School Security Officer,,,78dc3159600cc2aace2a1ffcd10fa177a9227039f61d891b7f488a6d3b57496e,2023-07-21
BACK OF THE YARDS HS,610563,06/12/2023,School Security Officer,,,0f22ac287d5663313874bae3446743235648247515ae9d9657cf7e7714a084db,2023-07-21
BACK OF THE YARDS HS,610563,06/14/2023,Senior Security Officer,,,bc7d8ac6c3dd8ed6a3a4729cd66ed7ac2e6eb2dcdd20716178c76d54ae0512e8,2023-07-21
BARNARD,609788,In Progress,Special Ed Classroom Assist,,,1b4a3f06ec143febf456a6a5ac2d8f52bb74bda1bbcb498314fb04d7c9cc7113,2023-07-21
BARNARD,609788,06/29/2023,Assistant Principal,,,d7c5533f4df03e999a0931620d4aab5cb25729257be257f44e81c2b9c928980f,2023-07-21
BARNARD,609788,In Progress,School Counselor,,,dd34af47c4755b6f675904c897e827e0b7bea8291afa2e288bad11ecaa3d4ed7,2023-07-21
BARNARD,609788,06/26/2023,School Security Officer,,,70e7a5db1dec283e892c543e898048e2972c38bcbbc0e7e16b47ce96f9213e3a,2023-07-21
BARRY,609789,07/13/2022,Senior Security Officer,,,2aa973a8c20e85f7a7ae9b382ad274b842096bf6e8f73ccd197270dda8e79202,2023-07-21
BARRY,609789,11/01/2022,School Security Officer,,,a3a4c3c865d42c188b6595968c250010466576bc20b9e99990489cb3b3a45e8e,2023-07-21
BARRY,609789,06/08/2023,Teacher Assistant,,,4ac2804f11531da2bb9a582d033937af1867b4ed1fe6b29ec9adc0bcc85f91e4,2023-07-21
BARTON,609790,In Progress,Special Ed Classroom Assist,,,5f0215430c26ff2628c702713e97dddeccb77e0bae137239fc36b6c0368e567d,2023-07-21
BARTON,609790,In Progress,Special Education Teacher,,,a4a23b326a9b4bf6b697094063635cf9b5e0987bdce8ce8c345a63dcd31cda56,2023-07-21
BARTON,609790,06/17/2022,School Security Officer,,,5ef831add6302af9740b09e9939a5abd9d35c55479d271762e95d278a5c04c00,2023-07-21
BASS,609791,06/29/2022,School Security Officer,,,8d03fc801fe40083778f6b705db86383c75b5757d74a186d733e93da8bcfd2b8,2023-07-21
BASS,609791,06/20/2023,School Security Officer,,,55056771d7c91379b4525b9a534c086c7054caa500d3a43d41f1732f086d551c,2023-07-21
BASS,609791,In Progress,Youth Intervention Specialist,,,1cc44afa5968c99ceab1045d37e1bece0e7c045ba373b14026ce416eff1300bd,2023-07-21
BASS,609791,In Progress,Youth Intervention Specialist,,,e98e64508e79c2096eb26d5a32eab87280a686d0aca68f7d531aa855ab9ee253,2023-07-21
BATEMAN,609792,06/13/2023,School Security Officer,,,98c267a217f72d9a12f5a6477f5a8d351096e2617782320d4f8b8bc459c05855,2023-07-21
BATEMAN,609792,In Progress,Regular Teacher,,,56ad9be5b9ecdef65f2f7031cf803bd50f2080d0c0624436482e36479d348526,2023-07-21
BATEMAN,609792,In Progress,Special Ed Classroom Assist,,,a44d2dc45ce93316f10299ac3ca1f6e7641b548a32321552ed6ca63bd100047a,2023-07-21
BATEMAN,609792,06/12/2023,School Security Officer,,,5009a8e7b3e9f5eac86470468ba84657b5901cb9dac61870e3cb2c1e94a54e54,2023-07-21
BEARD,610083,In Progress,Head Teacher ,,,57292e8d31233933a9bd4c65d11f6f424cbca7f638fec3696d83536d9f48e865,2023-07-21
BEARD,610083,In Progress,Bilingual Teacher,,,5ccf79cc2e56e89c2f9ed755094189620d9ebd521b99c1427e49b0c87a86742d,2023-07-21
BEARD,610083,In Progress,Regular Teacher,,,e21688b12c1b9446a86b466c0f23ee37d5f4b7dbee9786fdf16464d6428ce351,2023-07-21
BEARD,610083,05/31/2023,Special Ed Classroom Assist,,,1c15d0ffcf3796b4338a0e59462b380bdd86ae48e50628161fb99bd2bea2c97f,2023-07-21
BEARD,610083,In Progress,Special Education Teacher,,,5a8bad581c083f0695fd9ab8cbebb63ba5c2eaf73ec0956eb30a1453e3815a0d,2023-07-21
BEARD,610083,In Progress,Special Ed Classroom Assist,,,6cfaa2a6e695458dfd947e1fca2f57ee88d733b0065025699af40a9bc4cb5aa8,2023-07-21
BEARD,610083,In Progress,Special Education Teacher,,,d8ead35648436780783189151bc1104d7389a527d8a26b49cb1ccabc7cb2012a,2023-07-21
BEARD,610083,In Progress,School Security Officer,,,cd0a38a49d8ba772f56868b8d7597034d8195a30510981fd3fd7acb1ad28aea2,2023-07-21
BEARD,610083,In Progress,Special Education Teacher,,,109a705faca7cf4f7783eb6b2dafb7ed834c06e03dbe291660e2648218e3e3e9,2023-07-21
BEARD,610083,In Progress,Special Ed Classroom Assist ,,,3760978dac698273580d58f06340b92c27290f4a89ed08fdc32988420f3280b9,2023-07-21
BEARD,610083,01/17/2023,Assistant Principal,,,1929e58c8ab31e6feea30f03c24dd3d84fe679ea49443a6b0f7c604ceb8afcc7,2023-07-21
BEARD,610083,06/08/2023,Regular Teacher,,,784886fa39f276857fdbcfa830d61800e33e9f13eed98ea6a191f9e460390f0b,2023-07-21
BEARD,610083,In Progress,Special Education Teacher,,,fa5b905a51eac664b7caba17cefab250dcb0b895a1f7c1283047b73cd767e3e6,2023-07-21
BEARD,610083,In Progress,Special Ed Classroom Assist ,,,f3b59652f13076f63bdae20d67199344935073270e0565d34fe71054d05e1e71,2023-07-21
BEARD,610083,In Progress,Special Education Teacher,,,5d184637fb7593ed3828fec1404e2bd5873b0de1cb9ca8639be3cd75d66b55b7,2023-07-21
BEARD,610083,06/20/2023,Part Time Security,,,d95c134ebd9ed4cc65ae7efecb41c9c11f4e8aba37106ef182d1776868e38a32,2023-07-21
BEARD,610083,In Progress,Special Education Teacher,,,e59ff01b00122d3f1c26fae98afe101b640f3e8ba9b88b33a46dd0230e8c960f,2023-07-21
BEARD,610083,In Progress,Special Education Teacher,,,32b72f8abd968698760b2beb58009a4f189627b479c66d400af831231b50963b,2023-07-21
BEASLEY,610246,06/13/2023,School Security Officer,,,5b227f4dfc5e92bcb969da17d2d1845a715e518b0fea3dc7ca222b4a77350c01,2023-07-21
BEASLEY,610246,07/20/2022,School Security Officer,,,6136aa6b48b6bc4391caed73bf8c9d6efa8fea7beeb2b40007e77b4ea3890507,2023-07-21
BEASLEY,610246,In Progress,Senior Security Officer,,,e95317506672298e399b30f76df423794db5ebb27c0feab5a4c12fd4c3697c52,2023-07-21
BEASLEY,610246,04/26/2023,School Security Officer,,,9aff736a240cdc78f4526d8c795301acbc94b8892717031d91573eff6856d350,2023-07-21
BEASLEY,610246,08/01/2022,Senior Security Officer,,,c7a9fd7fc3a587764a2ecdd35de6d2c1766792e8075d784a0b2293f925365159,2023-07-21
BEASLEY,610246,06/22/2023,School Security Officer,,,7185631e82fdc6efa6b481fd23bc459e77d9c068fc77fe1b4d5d581b73b7bd00,2023-07-21
BEASLEY,610246,06/21/2023,Senior Security Officer,,,35830ed1b1004dc6d3fd67b428ec5782ad722e2a43cf66af2e24e003e29fc4e4,2023-07-21
BEAUBIEN,609796,06/13/2023,School Security Officer,,,25f6d26d40f30b85a4fdc8b6a8326a07daed712e6675b094b70b3316d9a3b759,2023-07-21
BEAUBIEN,609796,06/15/2022,Senior Security Officer,,,abb38297cff8ee5f69ef128d3eea3d44c5d5e31d91331390f5ac9346523a02f3,2023-07-21
BEAUBIEN,609796,In Progress,Special Education Teacher,,,8d1e7a7a37f6a82fea04993f71daf5a7a8e684dc7fe72158b941ceb16b275ce9,2023-07-21
BEAUBIEN,609796,04/17/2023,Assistant Principal,,,57cefb7e8f3b898e13291810de642a031f3b45efc00272c680a55ee9e217ba97,2023-07-21
BEAUBIEN,609796,06/22/2023,School Security Officer,,,adae137eeef7068933eb6a1c4e8640faaa5b881c7801a16fd2ddf219e09dd66a,2023-07-21
BEETHOVEN,610237,06/21/2022,Senior Security Officer,,,4023a5d75dcf710463bd849fa60404316326e2504d90a2cc818408644dcb95f8,2023-07-21
BEETHOVEN,610237,09/26/2022,School Security Officer,,,7214d74978d17b16687460e46c6209fc9aef469494a5b1918d21ae18037c47dd,2023-07-21
BEETHOVEN,610237,05/22/2023,Youth Intervention Specialist,,,1fb1e55a08052a2d485ec0aa33fd9433454b7b785b6a0a99e75f4efe3519fa75,2023-07-21
BEIDLER,609797,05/17/2023,School Counseling Assistant,,,abd21ce6a2f745bbbd357acdcb9b4a3ad469963bb3ad12672f57e1d06822b1d9,2023-07-21
BEIDLER,609797,06/23/2022,Senior Security Officer,,,6778180362146ece95ded24a71ebd8feb31a0b9a5abb5bc2d71967ff541fa859,2023-07-21
BEIDLER,609797,06/14/2023,School Security Officer,,,afb5c65d737e130c08423a5545d932acade27b930dc525683644d1e0b5e449fb,2023-07-21
BELDING,609798,In Progress,Assistant Principal,,,9c729760cbf6b4d1d05605faa6ab0676830301163af97445385cada6e766bad6,2023-07-21
BELDING,609798,08/01/2022,School Security Officer,,,ab9308b5ff61285ef01b1e48680d1673cad15cfb95b8d1b00738437203070f4c,2023-07-21
BELDING,609798,In Progress,Regular Teacher,,,6dbea1597d0178d77fbb4f2e491087c649a30c89e8fc18d31fc991d5907f0634,2023-07-21
BELDING,609798,In Progress,Special Ed Classroom Assist,,,1bce5cac11fd68c4efd57a4c28433abd2c16e78dfbc46189220c012ddccb971b,2023-07-21
BELL,609799,06/23/2022,School Security Officer,,,21c27a5e28e7459095f5d34bca724ef57ea3e25ba9c49d2ef846562d58e5e7b5,2023-07-21
BELL,609799,03/27/2023,Assistant Principal,,,7bfbee92ccca1664d5042cbdec2456a7704bf2bfc778481cf7e6ea8a7037300f,2023-07-21
BELL,609799,08/03/2022,School Security Officer,,,cf4f04a58677478dbb91137f97eb4bf5a95c3a128910e59e6fc7b0bfd210425e,2023-07-21
BELL,609799,In Progress,Assistant Principal,,,dfbaaba95ca37887a63d3db071c6cf0cbaf4a47069782b27de8912f9238cd8c8,2023-07-21
BELMONT-CRAGIN,609922,In Progress,Special Ed Classroom Assist,,,847c59849c5ca02fea533c0a113c0a3e89b7d48e1b4278d9d4973ab7b01434cc,2023-07-21
BELMONT-CRAGIN,609922,08/15/2022,School Security Officer,,,0e85540c9cb7aab58fc9810b0b1dea790b3e561f02caf91a13ebf16d5b678f57,2023-07-21
BELMONT-CRAGIN,609922,03/06/2023,Regular Teacher,,,a42d55cb6db9765f987f3c3b4189787d537949aed1ac77adb2275f0068a83d7d,2023-07-21
BELMONT-CRAGIN,609922,02/27/2023,Assistant Principal,,,34634285de2044dc8e5055a2874d07f72a580b588e7c6f6846e5b575f69483cb,2023-07-21
BELMONT-CRAGIN,609922,11/30/2022,School Security Officer,,,ebebb1a482887fc1125f843e02975933f6119f9f23403a91afa2fc489afe347f,2023-07-21
BENNETT,609800,06/15/2022,Senior Security Officer,,,72331a93f51a745610d0e5204037537d0945cbf26562dff2bb7b22e9d8a27b38,2023-07-21
BENNETT,609800,In Progress,Student Special Svc Advocate,,,5eaa13abbd66a0772941fe18170f07af4615595f7e49f24ab0687c92f1a141c6,2023-07-21
BENNETT,609800,06/27/2023,School Security Officer,,,414097025c916f2472aabb25180626badf18acfb64f46a70be596337c62e2827,2023-07-21
BLACK,610350,12/13/2022,Part Time Security,,,302a2155193523f0737215e4563e1fab64a9f161d553e2ddd5e87d03b315f957,2023-07-21
BLACK,610350,06/12/2023,School Security Officer,,,875374e24a788a9d36f73d61c5ad5bcecb4f3f6cbc874c6062f42fa8c2878b7d,2023-07-21
BLACK,610350,In Progress,Special Ed Classroom Assist,,,fc932da844841ea76c1f2a9622bf420b1af3745a6c8ed538887e472e5fc7016f,2023-07-21
BLACK,610350,03/29/2023,School Security Officer,,,e609250b103594289ed204d3519258511a670916c884364f49141863ed1039d8,2023-07-21
BLAINE,609803,06/14/2023,School Security Officer,,,730ebe74b2e2688102d681df62ebab570c9d419aeee9946bfad5864847e78a2e,2023-07-21
BLAINE,609803,06/13/2023,Senior Security Officer,,,84a469952e624d81337d42699052f984e236320a190ad33d7a6d04c623450f01,2023-07-21
BLAINE,609803,05/11/2023,School Counselor,,,2680e94f0a2a88884850023433491665ec178817b74ff5818a113ab737e75cd3,2023-07-21
BLAIR,610087,06/12/2023,School Security Officer,,,a0ff6ad29070879d8936ffa53f245bd75608c2a8c850cd0417c84bda29be0abd,2023-07-21
BOGAN HS,609698,06/12/2023,School Security Officer,,,433df0cafbea729452fa365dd1dea1d8556969fd72a927078836f57f95d30055,2023-07-21
BOGAN HS,609698,07/11/2022,School Security Officer,,,ba57cd4fcde86934ba741e96dcf1222fd30d964e33e2273c06d96c2cebc74a7f,2023-07-21
BOGAN HS,609698,06/15/2023,School Security Officer,,,d2b9ec4b9a0e23a6f1562c7e79f3f99301cca1cc3147e2192532d4bf4d7ecd39,2023-07-21
BOGAN HS,609698,09/23/2022,School Security Officer,,,20f82f420447f604a9a912704891c9ed3d11f7333415635e7c10071f7e78cf86,2023-07-21
BOGAN HS,609698,07/21/2022,School Security Officer,,,00a2512fa3bc047bcfaa9ede47e2000952c279aa5f233044d6300fa8aa416393,2023-07-21
BOGAN HS,609698,06/14/2023,Senior Security Officer,,,785d6258a7749d4877d7175dbaf0300ef2e276b348094703369bea2d69ffa9d5,2023-07-21
BOGAN HS,609698,05/15/2023,School Operations Manager,,,ebd389890be8117bd583e5f8f1d81bf34de91038fbbc5c17f3bca4d7b52d78c4,2023-07-21
BOGAN HS,609698,06/20/2023,School Security Officer,,,5e1dd74bf79b0ac6f6e5a28a7d1ba2e5d74db24d5f16b47c55f3d5a83ef87ef1,2023-07-21
BOGAN HS,609698,01/23/2023,School Security Officer,,,a0d571ec8e5b741d577aa62853680b5be073af67b41f758774fdc47a21578666,2023-07-21
BOND,610238,06/21/2023,School Security Officer,,,f0c2c7c9be38532ff9e07a88fcb77f9929f4fa66c50027710a199e530598aeb5,2023-07-21
BOND,610238,06/22/2023,School Security Officer,,,edf8c303d62a275b14201cc28ac7383a3f998bcd2fab520fed9a2f913bb5782a,2023-07-21
BOND,610238,In Progress,Student Special Svc Advocate,,,6e19abb999f5531703a87f01e50a3d67c4645890eca149817064bbfb0117c6b2,2023-07-21
BOUCHET,609815,06/17/2022,School Security Officer,,,43a39dd859f256ebe15f4a5e64d7fb867b775772dbbf0344a608237da3c6c987,2023-07-21
BOUCHET,609815,06/29/2022,Senior Security Officer,,,c9a2672405e9e01071cc141b9af08b012f89ffa8135eebe130fde657ea417f26,2023-07-21
BOUCHET,609815,06/02/2023,Student Special Svc Advocate,,,2ca8ebec05c98d002f5482d41eb23f9b2f65d5d3d6e702708bdf5f09b4e66739,2023-07-21
BOWEN HS,610323,02/27/2023,School Security Officer,,,45e49f8fd04ff9be8c2333c7ee7a176acec6267036ae2b818b025bb9a4aa7ee1,2023-07-21
BOWEN HS,610323,06/27/2023,Senior Security Officer,,,5c4e059b9db6d1ff72290e1f9301ace1072d3687c8798b938067a3fd9405177f,2023-07-21
BOWEN HS,610323,07/20/2022,School Security Officer,,,39c877a991b949161a4bc38b5e37f5d29dfd07cb181673308d1120a0e6832ae7,2023-07-21
BOWEN HS,610323,08/03/2022,School Security Officer,,,6277443707429bce3752f8fdb07342c5e658c71f8aa1616ae21f881ea36eaa5b,2023-07-21
BOWEN HS,610323,06/14/2023,School Security Officer,,,9322687f9284f8f5f16f69e01cc625b2af03944441cabaed23984216a0b86ea1,2023-07-21
BOWEN HS,610323,08/03/2022,Senior Security Officer,,,434be9209692266df9d3dc02a0aa527dc503a5679cd902b29da966572c9687cb,2023-07-21
BRADWELL,609806,06/15/2022,Senior Security Officer,,,612c46cb15a21eb7f8adf0b6a561708c51d9757106f21ed4bb62677a034df568,2023-07-21
BRADWELL,609806,06/17/2022,School Security Officer,,,aa14cb2f4dd3a837031a35e9c133526a66f9694f01e95f8eb85a9abfb5aa63db,2023-07-21
BRADWELL,609806,In Progress,Hourly,,,dd8393e9753816c3512cb33b2a51daf9e84540324b03400a33d49d8061b2dc77,2023-07-21
